symbol,trade_date,open,close,high,low,pre_close,change,change_percent,volume,amount,turnover_rate,volume_ratio,bid_ratio,bid_diff,buy_volume,sell_volume,total_market_cap,circ_market_cap,main_net_inflow,xlarge_inflow,xlarge_outflow,xlarge_net_inflow,large_inflow,large_outflow,large_net_inflow,mid_inflow,mid_outflow,mid_net_inflow,small_inflow,small_outflow,small_net_inflow,main_net_flow_ratio,xlarge_net_flow_ratio,large_net_flow_ratio,mid_net_flow_ratio,small_net_flow_ratio,total_stocks,trading_stocks,up_stocks,down_stocks,flat_stocks,limit_up_stocks,limit_down_stocks,pe,pb,median_pe,median_pb,leader_up_symbol,leader_up_change,leader_down_symbol,leader_down_change,data_source,created_at
BK1723,2026-09-09T00:00:00Z,107769,107561,107918,106989,107983,-422,-0.39,78404564,37130792405,0.47,0.76,0.00,0,38337569,40066995,15653549056000,10196037376000,-805018368,5300910848,5698628352,-397717504,8351444736,8758745600,-407300864,10337673984,10802608896,-464934912,12389301248,11119347968,1269953280,-2.17,-1.07,-1.10,-1.25,3.42,0,200,70,116,14,0,0,9.50,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-09T18:57:19+08:00
BK1743,2026-09-09T00:00:00Z,97670,97053,97776,96303,97250,-197,-0.20,7373321,81529945946,1.87,0.87,0.00,0,3801857,3571464,6051399168000,5552400640000,780214784,16687897856,17037893632,-349995776,26960485888,25830275328,1130210560,23666809856,24741710080,-1074900224,12314133504,12019448320,294685184,0.96,-0.43,1.39,-1.32,0.36,0,22,8,14,0,0,0,26.59,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-09T18:57:19+08:00
BK1749,2026-09-09T00:00:00Z,105480,105598,105952,104805,105290,308,0.29,198634131,552042815065,2.31,1.02,0.00,0,97505423,101128708,26121959936000,22143664896000,5474529280,89238507520,82413977600,6824529920,137142104064,138492104704,-1350000640,166565949440,172559851520,-5993902080,148212850688,147764375552,448475136,0.99,1.24,-0.24,-1.09,0.08,0,576,268,296,12,0,0,20.59,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-09T18:57:19+08:00
BK1750,2026-09-09T00:00:00Z,99256,98908,99363,98325,99339,-431,-0.43,68203379,83294095966,3.23,1.04,0.00,0,31310152,36893228,6589114880000,2364454112000,-4221453568,8967170048,11515382016,-2548211968,18534622464,20207864064,-1673241600,28200655104,26855024384,1345630720,25644463104,22772713472,2871749632,-5.07,-3.06,-2.01,1.62,3.45,0,204,74,124,6,0,0,49.64,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-09T18:57:19+08:00
BK1751,2026-09-09T00:00:00Z,108330,107587,108330,107100,108441,-854,-0.79,78975736,67286822829,2.97,1.02,0.00,0,36903865,42071871,2310954288000,2025037584000,-1517383680,5521945344,6143807744,-621862400,13541193472,14436714752,-895521280,20652925952,20819116288,-166190336,25726529024,24042954752,1683574272,-2.26,-0.92,-1.33,-0.25,2.50,0,278,74,198,6,0,0,-23.13,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-09T18:57:19+08:00
BK1752,2026-09-09T00:00:00Z,107815,107684,107887,107133,107863,-179,-0.17,43357091,47617084093,1.68,0.99,0.00,0,19154864,24202227,2351245120000,2198047360000,-370362880,5348993792,5106955520,242038272,9753033728,10365434880,-612401152,14379534336,14814488576,-434954240,16993876224,16188559360,805316864,-0.78,0.51,-1.29,-0.91,1.69,0,213,67,140,6,0,0,54.08,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-09T18:57:19+08:00
BK1753,2026-09-09T00:00:00Z,107520,107265,109177,106621,107267,-2,0.00,7488294,24685753706,3.08,1.19,0.00,0,3615070,3873224,825661312000,713533216000,1276595312,2852731808,1980763952,871967856,5711074048,5306446592,404627456,8086258944,8281685760,-195426816,7570301952,8684790784,-1114488832,5.17,3.53,1.64,-0.79,-4.51,0,62,30,31,1,0,0,68.31,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-09T18:57:19+08:00
BK0420,2026-09-10T00:00:00Z,407235,406653,408153,405111,408726,-2073,-0.51,4813718,1942249331,0.45,0.81,0.00,0,2077654,2736064,557724256000,456970256000,-133276977,247941903,344191280,-96249377,421688176,458715776,-37027600,579012576,538209824,40802752,637683328,545209120,92474208,-6.86,-4.96,-1.91,2.10,4.76,0,14,1,11,2,0,0,113.57,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0421,2026-09-10T00:00:00Z,863001,863110,866878,858093,864905,-1795,-0.21,6130471,3539489804,0.48,0.73,0.00,0,3074725,3055747,777025312000,724867696000,66434384,371906688,338122544,33784144,771976768,739326528,32650240,970193920,1093914304,-123720384,1367431856,1310145856,57286000,1.88,0.95,0.92,-3.50,1.62,0,36,12,19,5,0,0,16.51,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0422,2026-09-10T00:00:00Z,726349,722987,726605,720857,727500,-4513,-0.62,5699674,4639029969,1.07,1.08,0.00,0,2696142,3003532,637468592000,538851520000,3161327,238287738,263825771,-25538033,919580176,890880816,28699360,1447703600,1502239360,-54535760,1936951296,1890528880,46422416,0.07,-0.55,0.62,-1.18,1.00,0,47,11,36,0,0,0,27.19,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0424,2026-09-10T00:00:00Z,2644109,2646727,2667986,2622111,2651725,-4998,-0.19,3288121,2054327466,0.91,1.02,0.00,0,1551400,1736721,282523360000,237342167000,-3554683,89605466,98736597,-9131131,398613792,393037344,5576448,681137824,628414608,52723216,854323632,903492128,-49168496,-0.17,-0.44,0.27,2.57,-2.39,0,23,5,17,1,0,0,-200.66,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0425,2026-09-10T00:00:00Z,2578238,2574110,2587323,2561283,2582713,-8603,-0.33,17081042,12895727702,0.73,0.89,0.00,0,8298425,8782617,1325264640000,1174788672000,1561807344,3050197920,1328319200,1721878720,2557485456,2717556832,-160071376,3273997776,4104472800,-830475024,3753168160,4487015680,-733847520,12.11,13.35,-1.24,-6.44,-5.69,0,68,16,45,7,0,0,11.55,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0427,2026-09-10T00:00:00Z,962806,973115,978054,959860,964795,8320,0.86,69860405,51163689231,1.53,1.53,0.00,0,36366874,33493532,4247014800000,3522214432000,2030780160,6014973952,4488386816,1526587136,11292034304,10787841280,504193024,16070687488,16467469312,-396781824,16861705216,18499709952,-1638004736,3.97,2.98,0.99,-0.78,-3.20,0,143,80,57,6,0,0,21.76,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0428,2026-09-10T00:00:00Z,1949886,1976349,1986904,1940133,1957366,18983,0.97,62470825,44268160985,1.45,1.52,0.00,0,32862994,29607832,3972189968000,3259086704000,1518779136,5088775168,4071113216,1017661952,9813538816,9312421632,501117184,13989151488,14276276224,-287124736,14651508736,15883162880,-1231654144,3.43,2.30,1.13,-0.65,-2.78,0,112,67,40,5,0,0,21.74,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0429,2026-09-10T00:00:00Z,1059961,1047829,1059961,1046817,1062861,-15032,-1.41,6415527,12800748086,1.01,1.04,0.00,0,2910021,3505506,928642432000,830429248000,161747968,1895249472,1938948672,-43699200,3578575776,3373128608,205447168,3835059728,3802498240,32561488,3276208784,3476633168,-200424384,1.26,-0.34,1.60,0.25,-1.57,0,52,8,44,0,0,0,19.56,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0433,2026-09-10T00:00:00Z,1633294,1582281,1635553,1580929,1639988,-57707,-3.52,58440146,49671369587,5.95,1.06,0.00,0,25749066,32691080,1325007584000,1010090992000,-3057082064,4278443056,5728852480,-1450409424,9843097856,11449770496,-1606672640,15186338560,15528002048,-341663488,18458401536,15173980416,3284421120,-6.15,-2.92,-3.23,-0.69,6.61,0,114,6,107,1,0,0,-136.96,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0436,2026-09-10T00:00:00Z,1375016,1355834,1375016,1354556,1378752,-22918,-1.66,12170696,9633841782,1.69,0.82,0.00,0,5349918,6820778,613511392000,568375728000,-444292704,384398512,596771824,-212373312,1647770672,1879690064,-231919392,3099141008,2965323616,133817392,4281300928,3979761584,301539344,-4.61,-2.20,-2.41,1.39,3.13,0,112,11,99,2,0,0,27.85,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0437,2026-09-10T00:00:00Z,1499790,1475764,1511190,1466205,1493291,-17527,-1.17,21939378,16385630510,1.96,1.18,0.00,0,9981283,11958095,2390896576000,1906212544000,-657471536,1325550480,1568361872,-242811392,3405750768,3820410912,-414660144,4975849216,5011136000,-35286784,6371453952,5678695424,692758528,-4.01,-1.48,-2.53,-0.22,4.23,0,34,6,28,0,0,0,18.92,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0438,2026-09-10T00:00:00Z,2702809,2646644,2707468,2645929,2708539,-61895,-2.29,16555289,25327933334,1.76,0.89,0.00,0,7118825,9436464,3750562448000,3644019136000,-1391361376,1885556640,2379823872,-494267232,4958224384,5855318528,-897094144,8374469376,8122249728,252219648,9383487488,8300916224,1082571264,-5.49,-1.95,-3.54,1.00,4.27,0,130,7,121,2,0,0,21.53,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0440,2026-09-10T00:00:00Z,4883269,4844496,4885225,4835906,4904207,-59711,-1.22,7501382,7209094233,2.62,1.08,0.00,0,3465969,4035413,457106576000,380727520000,-160977904,468909760,489750192,-20840432,1354000832,1494138304,-140137472,2261515136,2147673136,113842000,2848220912,2806898208,41322704,-2.23,-0.29,-1.94,1.58,0.57,0,76,15,60,1,0,0,49.49,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0447,2026-09-10T00:00:00Z,2856473,2839154,2856473,2826082,2867347,-28193,-0.98,25820209,37225078773,2.49,0.71,0.00,0,12092430,13727779,1773220064000,1534193072000,-1435519040,2924504768,3736435456,-811930688,7986588160,8610176512,-623588352,12138528768,11875673088,262855680,13313026304,12149775360,1163250944,-3.86,-2.18,-1.68,0.71,3.12,0,146,30,114,2,0,0,92.38,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0448,2026-09-10T00:00:00Z,2419491,2413584,2439069,2406141,2443919,-30335,-1.24,19283430,124651298342,3.97,0.86,0.00,0,8916966,10366464,4350799104000,3767843728000,-4562344448,20398218240,24149416704,-3751198464,31223087872,32034233856,-811145984,42756599040,40770937088,1985661952,26944906496,24370171136,2574735360,-3.66,-3.01,-0.65,1.59,2.07,0,91,22,69,0,0,0,69.46,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0450,2026-09-10T00:00:00Z,1310199,1294811,1314181,1290533,1301791,-6980,-0.54,19595804,17675483018,1.22,1.19,0.00,0,9673433,9922370,1296513872000,1126135152000,-312156304,2343063152,2534472448,-191409296,3974026976,4094773984,-120747008,5081861888,4975600128,106261760,5635535104,5487743744,147791360,-1.77,-1.08,-0.68,0.60,0.84,0,37,16,20,1,0,0,13.37,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0451,2026-09-10T00:00:00Z,1401492,1394651,1403567,1387411,1403766,-9115,-0.65,24292778,9834303331,1.26,0.68,0.00,0,11107945,13184834,873013888000,825994096000,-164418736,865183264,965228416,-100045152,2221863248,2286236832,-64373584,2962365920,2971176016,-8810096,3587608368,3414379536,173228832,-1.67,-1.02,-0.65,-0.09,1.76,0,89,18,65,6,0,0,-4.58,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0454,2026-09-10T00:00:00Z,2144218,2124772,2152142,2123070,2155477,-30705,-1.42,9240066,18596198915,3.06,0.95,0.00,0,4420703,4819363,665592800000,535365184000,262918288,1784009664,1522695088,261314576,4046273872,4044670160,1603712,5806171648,5985940480,-179768832,6588719616,6690333952,-101614336,1.41,1.41,0.01,-0.97,-0.55,0,78,14,62,2,0,0,70.03,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0456,2026-09-10T00:00:00Z,2362531,2345956,2362531,2342909,2370649,-24693,-1.04,12355997,17423641097,1.54,0.95,0.00,0,5423940,6932056,1978544768000,1745844736000,-142585296,1667884448,1543249824,124634624,3650401136,3917621056,-267219920,5482092032,5573818112,-91726080,6252908032,6040544000,212364032,-0.82,0.72,-1.53,-0.53,1.22,0,108,20,85,3,0,0,18.41,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0457,2026-09-10T00:00:00Z,3639236,3603113,3639236,3596479,3659461,-56348,-1.54,23852729,39330582436,2.54,0.95,0.00,0,10899360,12953369,1623820784000,1486529760000,-2466881712,3355694416,4761112320,-1405417904,7565742848,8627206656,-1061463808,12250547456,12222415360,28132096,14979560960,12543839488,2435721472,-6.27,-3.57,-2.70,0.07,6.19,0,143,17,123,3,0,0,34.77,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0458,2026-09-10T00:00:00Z,2153681,2126355,2154686,2125543,2162813,-36458,-1.69,3428816,12630272103,2.30,0.99,0.00,0,1651773,1777043,746195360000,407429600000,1029927968,1676952240,1414531776,262420464,3712601136,2945093632,767507504,3415050656,3354261296,60789360,3382248464,4508392960,-1126144496,8.15,2.08,6.08,0.48,-8.92,0,65,6,59,0,0,0,149.54,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0459,2026-09-10T00:00:00Z,5959601,6094898,6222617,5949119,6016847,78051,1.30,21775077,109944043117,5.85,1.02,0.00,0,10857457,10917620,3352490016000,2899884784000,3016874240,18867070464,15509317376,3357753088,26212395264,26553274112,-340878848,32923861504,33964368640,-1040507136,29571195904,31539527680,-1968331776,2.74,3.05,-0.31,-0.95,-1.79,0,67,38,29,0,0,0,69.61,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0464,2026-09-10T00:00:00Z,707535,690463,709325,690038,702078,-11615,-1.65,18704359,17574870820,0.51,1.02,0.00,0,8220282,10484078,5314457600000,3329426080000,84591344,2051694960,2134282496,-82587536,4080588208,3913409328,167178880,5306054912,5111245568,194809344,5584748288,5882573056,-297824768,0.48,-0.47,0.95,1.11,-1.69,0,49,5,44,0,0,0,13.53,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0465,2026-09-10T00:00:00Z,3584644,3523450,3584644,3508943,3591765,-68315,-1.90,27790432,32458808999,2.72,0.97,0.00,0,11601358,16189074,2244845776000,1633437824000,-1922949040,2751123984,3561411520,-810287536,6341838080,7454499584,-1112661504,10480264192,10520039168,-39774976,12080863488,10178804736,1902058752,-5.92,-2.50,-3.43,-0.12,5.86,0,160,13,144,3,0,0,48.92,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0470,2026-09-10T00:00:00Z,1007137,994428,1007137,993208,1011222,-16794,-1.66,6072927,3646206795,1.88,0.67,0.00,0,2435240,3637687,255456316000,223412125000,-187342239,201468561,268463264,-66994703,584984848,705332384,-120347536,1035952336,1143995152,-108042816,1693129616,1411318752,281810864,-5.14,-1.84,-3.30,-2.96,7.73,0,41,3,38,0,0,0,230.23,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0471,2026-09-10T00:00:00Z,1694799,1671649,1694799,1670029,1701562,-29913,-1.76,3367280,2531213963,1.24,0.84,0.00,0,1375366,1991915,262724789000,227880474000,-170761071,84397136,164849007,-80451871,448629104,538938304,-90309200,806176672,826064272,-19887600,1134109968,950569312,183540656,-6.75,-3.18,-3.57,-0.79,7.25,0,27,2,24,1,0,0,35.90,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0473,2026-09-10T00:00:00Z,14070723,14210047,14246919,14033155,14093323,116724,0.83,21912382,22224946682,0.82,0.90,0.00,0,12376025,9536357,3554703904000,3007068208000,1227038016,3669538208,3017350240,652187968,6162126336,5587276288,574850048,6634937600,6781193984,-146256384,5327529472,6408311040,-1080781568,5.52,2.93,2.59,-0.66,-4.86,0,49,44,5,0,0,0,12.65,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0474,2026-09-10T00:00:00Z,139777,140147,140990,138811,139720,427,0.31,1679608,5410964099,0.22,0.57,0.00,0,871230,808378,2948279088000,2025564912000,-163730256,736987472,875337344,-138349872,1457004528,1482384912,-25380384,1670034864,1452883344,217151520,1440123440,1493544672,-53421232,-3.03,-2.56,-0.47,4.01,-0.99,0,5,4,1,0,0,0,5.22,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0475,2026-09-10T00:00:00Z,438581,444664,445259,437231,438240,6424,1.47,35049950,27829344494,0.26,0.95,0.00,0,20073506,14976445,16250364160000,10647684864000,337296896,5386097664,5332355584,53742080,7210698240,6927143424,283554816,7737835776,7690473984,47361792,7064974080,7449633280,-384659200,1.21,0.19,1.02,0.17,-1.38,0,42,42,0,0,0,0,7.36,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0476,2026-09-10T00:00:00Z,1581189,1571714,1582660,1566474,1585791,-14077,-0.89,3506145,3376984395,1.65,0.94,0.00,0,1668877,1837268,230894543000,205995720000,29057748,223390335,222826507,563828,696018272,667524352,28493920,1074245392,1088426112,-14180720,1307236064,1327478128,-20242064,0.86,0.02,0.84,-0.42,-0.60,0,38,6,30,2,0,0,93.02,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0477,2026-09-10T00:00:00Z,4054342,3969791,4061498,3968551,4057312,-87521,-2.16,3384158,10329572223,1.12,0.90,0.00,0,1379626,2004532,2606485952000,2557127168000,-1295740592,768931408,1457635536,-688704128,2159675504,2766711968,-607036464,3928624912,3318291888,610333024,3254522288,2569114720,685407568,-12.54,-6.67,-5.88,5.91,6.64,0,38,0,36,2,0,0,20.09,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0478,2026-09-10T00:00:00Z,2805877,2774525,2805877,2772949,2820485,-45960,-1.63,43930911,82981783490,1.93,0.85,0.00,0,20044180,23886732,5699631360000,4570524160000,-3238177024,8508827648,10240071424,-1731243776,18497026048,20003959296,-1506933248,25168289536,25717842432,-549552896,28835257088,25085706752,3749550336,-3.90,-2.09,-1.82,-0.66,4.52,0,145,15,130,0,0,0,18.55,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0479,2026-09-10T00:00:00Z,818107,811910,819062,810241,821085,-9175,-1.12,14212764,6356691037,0.72,0.84,0.00,0,6286664,7926099,857749296000,780227520000,-236479680,721353760,790245248,-68891488,1296605024,1464193216,-167588192,1802550016,1962535024,-159985008,2401016672,2004551984,396464688,-3.72,-1.08,-2.64,-2.52,6.24,0,46,4,37,5,0,0,82.55,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0480,2026-09-10T00:00:00Z,5321472,5303542,5364937,5285237,5356798,-53256,-0.99,7337515,19202878010,1.79,0.88,0.00,0,3440270,3897245,1346677712000,1058515888000,-542552736,1500104064,1678823392,-178719328,4172719552,4536552960,-363833408,6376543232,6449454848,-72911616,6686689792,6085346048,601343744,-2.83,-0.93,-1.89,-0.38,3.13,0,58,10,45,3,0,0,97.55,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0481,2026-09-10T00:00:00Z,4358322,4287083,4358322,4285931,4374320,-87237,-1.99,28657431,36907509766,1.97,0.91,0.00,0,12804082,15853349,2520048672000,2045659680000,-2094614448,2320324240,3552846656,-1232522416,7243074816,8105166848,-862092032,11319618048,11219076352,100541696,14962062592,13060911360,1901151232,-5.68,-3.34,-2.34,0.27,5.15,0,280,18,261,1,0,0,26.44,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0482,2026-09-10T00:00:00Z,1805038,1777502,1810703,1763697,1807966,-30464,-1.68,24192713,15561852441,2.82,0.85,0.00,0,10316466,13876247,464447920000,440612912000,-510570608,1002493184,1155689536,-153196352,2883806304,3241180560,-357374256,4818144256,5016102656,-197958400,6225745152,5517216000,708529152,-3.28,-0.98,-2.30,-1.27,4.55,0,60,10,48,2,0,0,-18.97,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0484,2026-09-10T00:00:00Z,1010467,1004517,1011441,999902,1010646,-6129,-0.61,1657500,1277861342,0.90,0.95,0.00,0,794417,863083,148376064000,147692500000,-15524236,70145762,80489085,-10343323,241513162,246694075,-5180913,368496720,406464944,-37968224,578674432,525181968,53492464,-1.21,-0.81,-0.41,-2.97,4.19,0,14,2,12,0,0,0,19.36,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0485,2026-09-10T00:00:00Z,1559400,1540853,1565077,1522495,1545129,-4276,-0.28,10383750,9439142136,4.58,1.04,0.00,0,4870764,5512986,315674352000,290107904000,-123075760,691668864,710582384,-18913520,1951417152,2055579392,-104162240,3130260672,3076264608,53996064,3400395216,3331315536,69079680,-1.30,-0.20,-1.10,0.57,0.73,0,39,11,28,0,0,0,41.32,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0486,2026-09-10T00:00:00Z,999153,988254,1001612,986022,1002958,-14704,-1.47,37480831,38100406872,2.57,0.61,0.00,0,16802942,20677889,1457572496000,1340230528000,-1166012816,3116470128,3571749888,-455279760,8075393792,8786126848,-710733056,11893961728,12302847232,-408885504,14010248192,12443007232,1567240960,-3.06,-1.19,-1.87,-1.07,4.11,0,128,10,112,6,0,0,50.12,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0490,2026-09-10T00:00:00Z,7821965,7796313,7869102,7771776,7871121,-74808,-0.95,75308659,145656558676,2.43,1.00,0.00,0,35750989,39557670,5984124160000,5251948032000,-1206519808,14076666112,14875674880,-799008768,32446705664,32854216704,-407511040,46244042752,46708852480,-464809728,49478113792,47949362688,1528751104,-0.83,-0.55,-0.28,-0.32,1.05,0,430,89,334,7,0,0,76.34,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0492,2026-09-10T00:00:00Z,1169645,1151362,1173903,1150069,1168759,-17397,-1.49,36005562,35260450873,1.99,1.12,0.00,0,15919269,20086293,3151364544000,2706226016000,-1000806336,3437606208,3913825024,-476218816,7542857472,8067444992,-524587520,10920121600,11047083008,-126961408,12627483648,11509501440,1117982208,-2.84,-1.35,-1.49,-0.36,3.17,0,80,14,64,2,0,0,18.69,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0493,2026-09-10T00:00:00Z,1763510,1767390,1774354,1751370,1769997,-2607,-0.15,77485712,90046537759,1.72,1.27,0.00,0,38719709,38766003,8553690624000,5774425344000,-51016704,10225643776,10389357312,-163713536,20443352576,20330655744,112696832,28175278336,28351688192,-176409856,29440515072,29224550144,215964928,-0.06,-0.18,0.13,-0.20,0.24,0,219,73,136,10,0,0,24.38,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0494,2026-09-10T00:00:00Z,1508716,1497278,1508716,1496461,1514323,-17045,-1.13,82416488,110627077690,2.00,1.03,0.00,0,39128478,43288010,5452236800000,4800225280000,-3790971392,12765570816,15295380480,-2529809664,25001833216,26262994944,-1261161728,35720518912,34783953152,936565760,34378873344,31599643136,2779230208,-3.43,-2.29,-1.14,0.85,2.51,0,422,89,323,10,0,0,35.68,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0498,2026-09-10T00:00:00Z,1188629,1175943,1188747,1174286,1193509,-17566,-1.47,27165760,17692380064,1.61,0.99,0.00,0,12230609,14935151,1259229296000,1027968848000,-753695552,1712809984,2119770336,-406960352,3332833360,3679568560,-346735200,5356232192,5369511424,-13279232,6904346368,6137371392,766974976,-4.26,-2.30,-1.96,-0.08,4.34,0,72,16,54,2,0,0,62.01,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0499,2026-09-10T00:00:00Z,930942,928202,930942,925098,933462,-5260,-0.56,84457154,195493880454,0.37,0.90,0.00,0,42110317,42346838,46063101184000,29480343552000,-7366402816,30003880704,35178359296,-5174478592,49241070848,51432995072,-2191924224,63031169280,60035755264,2995414016,49479101952,45108113152,4370988800,-3.77,-2.65,-1.12,1.53,2.24,0,204,71,126,7,0,0,12.22,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0500,2026-09-10T00:00:00Z,1207120,1203236,1207846,1202235,1211431,-8195,-0.68,146922552,390616200778,0.44,0.82,0.00,0,71343537,75579016,68154190336000,51992449792000,-15015593472,60667243008,70643453952,-9976210944,101448310784,106487693312,-5039382528,122969358336,118319226880,4650131456,98272137216,87906676736,10365460480,-3.84,-2.55,-1.29,1.19,2.65,0,300,94,199,7,0,0,13.60,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0501,2026-09-10T00:00:00Z,2152597,2128900,2154903,2128565,2165529,-36629,-1.69,6273471,38950974919,4.98,0.89,0.00,0,2913102,3360369,7374877696000,680771872000,-992977408,6415920384,6621661952,-205741568,10326632704,11113868544,-787235840,12906439424,12317926656,588512768,6189572352,5987806976,201765376,-2.55,-0.53,-2.02,1.51,0.52,0,158,23,135,0,0,0,58.41,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0505,2026-09-10T00:00:00Z,910086,905716,910399,905228,912377,-6661,-0.73,47169312,62993498780,0.42,0.96,0.00,0,22700272,24469039,16579912704000,10530179584000,-1206061056,8914774784,10090490880,-1175716096,15377431040,15407776000,-30344960,18856775680,18556567552,300208128,18686409728,17783363072,903046656,-1.91,-1.87,-0.05,0.48,1.43,0,102,28,68,6,0,0,11.68,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0506,2026-09-10T00:00:00Z,1770431,1762528,1770431,1755648,1777637,-15109,-0.85,69119469,99546306386,1.75,0.84,0.00,0,32498494,36620975,5550821632000,5173689344000,-3884359168,10158969344,12597204480,-2438235136,20720412928,22166536960,-1446124032,30732748800,30309929728,422819072,35733662208,32277907200,3455755008,-3.90,-2.45,-1.45,0.42,3.47,0,301,60,228,13,0,0,31.81,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
BK0509,2026-09-10T00:00:00Z,1316611,1311140,1316611,1302649,1323415,-12275,-0.93,20663938,25676363500,2.29,0.65,0.00,0,9486044,11177894,1112263696000,1032130208000,-236280624,3030215264,2810224016,219991248,5930524928,6386796800,-456271872,7854829312,8299410688,-444581376,8277253120,7596390912,680862208,-0.92,0.86,-1.78,-1.73,2.65,0,67,8,56,3,0,0,44.36,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-10T18:50:50+08:00
